link,description,id
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/5794223/2018/5/9/11525846318319-India-951525846318092-1.jpg",See Designs Men Blue Solid A-Line Kurta,1602
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/8/29/485a10c7-4b02-4278-9ccf-f03e2a4e4b751567062764579-1.jpg",Hypernation Men Black Solid Straight Kurta,1603
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10169295/2020/1/6/36adec64-4c33-4d2a-888a-495bfcc19caf1578300087553-Melange-by-Lifestyle-Men-Kurtas-2281578300085703-1.jpg",Melange by Lifestyle Men Red Printed Straight Kurta,1604
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/4/4/4f0a4529-436d-4f02-a59b-6eb5bf21357d1554368828637-1.jpg",Jompers Men Cream-Coloured Self Design Kurta with Churidar,1605
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/9641971/2019/5/10/29fd6fc1-f9bd-43c6-a03a-dd06fc3736d71557470343223-Men-Wine-Cotton-with-Shoulder-detail-Straight-Kurta-14515574-1.jpg",Raas Men Burgundy Solid Straight Kurta,1606
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/11/30/0f520d0c-8958-4783-abef-7e2bc3dcc3a71575134981352-1.jpg",Hangup Men Navy Blue & White Printed Kurta with Pyjamas & Nehru Jacket ,1607
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/4449804/2018/4/5/11522926838618-SOJANYA-Men-White-Embroidered-Kurta-with-Dhoti-Pants-6011522926838413-1.jpg",SOJANYA Men White Chikankari Embroidered Kurta with Dhoti Pants,1608
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/11/30/c58b870c-f22e-483a-a33c-3b4b33aad6621575133575029-1.jpg",Hangup Men Blue & White Printed Kurta with Pyjamas & Nehru Jacket,1609
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/8480695/2019/1/12/4a87f544-954e-4383-a336-818f3d9816211547277083646-Deyann-Kurta-Patiala-Set-1981547277082424-1.jpg",DEYANN Men Green & Black Printed Kurta with Patiala,1610
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/2/20/1c86cce6-556c-40f8-ab8b-66b85babea8d1550611780707-1.jpg",See Designs Men Blue Solid Straight Kurta,1611
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10308015/2019/8/14/77a16ebc-cfdd-4df3-ab2f-9157429b619c1565770272404-Anouk-Men-Navy-Blue-Printed-Straight-Short-Kurta-94015657702-1.jpg",Anouk Men Navy Blue & Green Printed Straight Short Kurta,1612
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/7503547/2018/9/28/4aa0884d-00cd-490f-b405-8383d5f8c0cf1538127280986-Kisah-Mens-Beige-Rayon-Solid-Coloured-asymmetric--Kurta-6771538127280646-1.jpg",KISAH Men Beige Solid Straight Kurta,1613
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/9366017/2019/6/6/a2a86d86-6993-45ac-ab3a-1746d47a08521559805807196-Anouk-Men-Pink-Solid-Straight-Kurta-3591559805805604-1.jpg",Anouk Men Pink Solid Straight Kurta,1614
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/11/30/2fdd7656-5526-459f-bb01-e75f5f2054ab1575113685588-1.jpg",Hangup Men Blue & White Printed Kurta with Pyjamas & Nehru Jacket ,1615
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10169383/2020/1/6/bfd72cb9-33f5-442f-af2c-490d691a59631578300405194-Melange-by-Lifestyle-Men-Kurtas-8591578300403268-1.jpg",Melange by Lifestyle Men Teal Blue Printed Straight Kurta,1616
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/9/11/8dc71e86-3549-4975-b55f-bf831ee06cab1568148547564-1.jpg",Jompers Men Black & White Solid Kurta with Churidar,1617
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/9/6/a8bed033-7502-4881-b4fe-f42a9fa19e081567776369729-1.jpg",DEYANN Men Brown Printed Dhoti,1618
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/9365225/2019/5/7/c67a8a87-3ce5-40ce-af5f-b5a27892edf91557211690720-Style-Quotient-Men-Kurtas-6601557211689526-1.jpg",Style Quotient Men Blue Solid Denim Pathani Kurta,1619
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/6419948/2018/5/21/bd4f3faf-4310-439c-8f31-77499a10ca411526882372206-KISAH-Men-Purple-Solid-Straight-Kurta-7801526882370661-1.jpg",KISAH Men Purple Solid Straight Kurta,1620
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/7/5/866c5527-03bf-4370-982c-5660693c88991562320509777-1.jpg",Jompers Men Pink & Yellow Woven Design Straight Kurta,1621
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/9525503/2019/5/4/534c6ba3-9ebb-4cce-84fa-91973cfa28e81556953897584-WESTCLO-Men-Orange-Solid-Straight-Kurta-5831556953896308-1.jpg",WESTCLO Men Orange Solid Straight Kurta,1622
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/8139707/2018/12/10/86d472c4-f741-4863-9084-52d62b46e3911544437011556-Kisah-Mens-grey-Printed-Nehru-Jacket-with-Kurta-and-Churidar-1.jpg",KISAH Men Maroon & Grey Solid Kurta with Churidar & Nehru Jacket,1623
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10493076/2019/8/29/ead96a25-65e3-4792-9400-7e71dc5cba911567075363816-See-Designs-Men-Blue-Solid-Straight-Kurta-8351567075362954-1.jpg",See Designs Men Blue Solid Straight Kurta,1624
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/9/15/d86c2e11-1500-4016-9aa6-408dbe68d42d1568528881322-1.jpg",KISAH Men Coral & White Self Design Jaquard Woven Kurta with Churidar,1625
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/6/24/ed99d29d-b07a-4329-95b4-440d2829fef51561355877820-1.jpg",TREEMODA Men Black Self Design Linen Kurta with Churidar,1626
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/7270977/2018/9/4/b4776583-ee70-49b2-b7e1-126ea58ad9b21536051931354-Sojanya-Since-1958-Mens-Navy-Blue-Silk-Kurta--Maroon-Churidaar-Pyjama-Set-501536051931154-1.jpg",SOJANYA Men Navy Blue & Maroon Solid Kurta with Churidar,1627
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/4922390/2018/4/16/11523866468518-Hangup-Men-Beige--Black-Solid-Kurta-with-Pyjamas-4071523866467600-1.jpg",Hangup Men Beige & Black Solid Kurta with Pyjamas,1628
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/3/7/48a63346-1569-4458-b06b-bbfd3f3948ff1551982395304-1.jpg",SOJANYA Men Brown & Off-White Self Design Kurta with Churidar,1629
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10604708/2019/9/14/49228c06-354d-4725-a432-60fccdb2033e1568445999164-See-Designs-Men-White-Solid-Straight-Kurta-4081568445998202-1.jpg",See Designs Men White Solid Straight Kurta,1630
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/7/5/a0981398-f969-451d-b505-1e257269a7381562347824084-1.jpg",Jompers Men Purple Woven Design Straight Kurta,1631
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/7469383/2018/9/22/bd14bfd6-659a-477e-844c-6816f8f726b51537604612838-na-3691537604612656-1.jpg",See Designs Men Yellow Solid Straight Kurta,1632
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/6766494/2018/6/18/13d46a69-23ad-4ff0-a5ea-16d462035f381529321516850-Hangup-Men-Gold-Toned--Maroon-Solid-Kurta-with-Churidar-7251529321516633-1.jpg",Hangup Men Gold-Toned & Maroon Solid Kurta with Churidar,1633
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/6518494/2018/5/23/b6a5acf4-723e-43ef-9c59-01d9cddb4aed1527055272996-Sojanya-Since-1958-Gold-Silk-Kurta-Pyjama--Gold-Printed-Nehru-Jacket-SET-8451527055272754-1.jpg",SOJANYA Men Beige & Gold-Toned Self Design Kurta with Churidar & Nehru Jacket,1634
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/9872573/2019/6/1/6a68c20b-fbcf-451c-a28f-2ebf54608afe1559382128901-KISAH-Men-Grey-Solid-Straight-Kurta-4361559382127800-1.jpg",KISAH Men Grey Solid Straight Kurta,1635
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/9799405/2019/5/24/77ec585e-cdb3-494f-b359-a8a4634012dc1558694666497-Hangup-Men-Blue--White-Printed-Kurta-with-Pyjamas-1241558694-1.jpg",Hangup Men Blue & White Printed Kurta with Pyjamas,1636
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/2/20/660bd2b8-e633-48c4-8f91-19e8d01d15af1550640147464-1.jpg",See Designs Men Black Solid Straight Kurta,1637
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/9/24/851854ed-9e2c-47a4-996d-f449f5e669cc1569281880957-1.jpg",even Men Maroon Solid Straight Kurta,1638
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/9/6/86c14b6d-130b-493b-a5fe-c1ea784d028a1567749319206-1.jpg",DEYANN Men White & White Solid Kurta with Churidar,1639
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/1/15/5a000b06-eb5e-4b86-8055-db9ad4450d7f1579038299778-1.jpg",SOJANYA Men Gold-Toned & Black Printed Kurta with Churidar With Nehru Jacket,1640
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10758016/2019/10/30/45eed8ea-b2cb-42ae-9ca4-6c2d2e842a161572439452620-Fabindia-Men-Kurtas-5981572439451518-1.jpg",Fabindia Men Mustard Yellow & Black Comfort Fit Ajrakh Print Straight Kurta,1641
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10643832/2019/10/30/813d05cb-9fef-4b18-acb8-6ec61f15c99a1572421287459-House-of-Pataudi-Men-Kurtas-1571572421284583-1.jpg",House of Pataudi Men Peach-Coloured Embroidered Straight Kurta,1642
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/5794079/2018/5/9/aea6928c-95a9-452b-a33a-a658b61a1cd81525861996193-Sojanya-Since-1958-Cotton-Linen-Yellow-Kurta-and-Off-White-Churidar-Pyjama-Set-1931525861995755-1.jpg",SOJANYA Men Yellow & Off-White Solid Kurta with Churidar,1643
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/7186752/2018/9/6/76bd9061-f168-4964-80de-f5c739f081a71536227057427-Sethukrishna-Men-Cream-Coloured-Readymade-Dhoti-7021536227057169-1.jpg",Sethukrishna Men Cream-Coloured Readymade Dhoti,1644
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/12/8/1d784fe5-c8ea-420e-877a-decd541d3a841575765963523-1.jpg",Chennis Men White & Yellow Solid Dhoti,1645
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/5/28/1b26a9cf-68d8-488d-95d6-bebfa9c9bba21558990703955-1.jpg",See Designs Men Beige Printed Straight Kurta,1646
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10140265/2019/8/5/af82bd9e-ca76-4b10-9207-547a012983311564990205655-Molly--Michel-Men-Kurtas-6951564990204526-1.jpg",Molly & Michel Men Black Solid Pathani Kurta,1647
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/11/21/0fba9d5c-dbb5-4b8c-8e57-c397210b1ba11574316767233-1.jpg",NEUDIS Men Teal Green Striped Straight Kurta,1648
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/1/9/fdd9bb08-95ab-4da1-836e-11e7a896cf6d1578526149178-1.jpg",Purple State Men White Solid Straight Kurta,1649
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10354095/2019/11/21/fbdf1e4a-2e19-4357-ad5d-7d655eac5fb51574321902133-Anouk-Men-Kurtas-3901574321899916-1.jpg",Anouk Men Black & Charcoal Grey Striped Straight Kurta,1650
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/2/16/dcdc88f8-0662-486a-b346-6e003f86beb31550311058890-1.jpg",See Designs Men Pink Solid Straight Kurta,1651
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/11/18/df9716fb-ce7c-44e0-bbf4-bd57cff9b9d21574054969300-1.jpg",VASTRAMAY Men Red Solid Straight Kurta,1652
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/9/13/0e2da5c3-46c1-4040-b455-8120b0e9b5fd1568349867307-1.jpg",Sanwara Men Gold-Coloured & Maroon Self Design Kurta with Churidar,1653
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10308071/2020/1/9/56894e2a-bff9-4e10-bd5b-aec870b346ac1578551728147-Anouk-Men-Kurtas-1551578551726070-1.jpg",Anouk Men Maroon Solid Straight Kurta,1654
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/9335423/2019/4/17/f08730de-a80e-4c0e-aa3b-239c4f27a2ce1555491166525-Hypernation-Men-Maroon-Solid-Straight-Kurta-5481555491164654-1.jpg",Hypernation Men Maroon Solid Straight Kurta,1655
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/7436707/2018/9/20/3cba0d04-d200-4338-a483-f83d835e58fc1537430443429-Sojanya-Since-1958-Mens-Cotton-Blend-Maroon-Printed-ONLY-Long-Kurta-1701537430443252-1.jpg",SOJANYA Men Maroon & Beige Printed Straight Kurta,1656
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/5/28/1023b150-f98e-442f-b2d7-c9ea15ca382d1559028094659-1.jpg",See Designs Men Burgundy & Cream-Coloured Printed Silk Kurta with Pyjamas,1657
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/8919575/2019/5/22/6e00e557-9895-442a-aa90-f521f62ac4531558525957973-Freehand-Men-Olive-Green-Solid-Straight-Kurta-10715585259553-1.jpg",Freehand Men Olive Green Solid Straight Kurta,1658
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/5793926/2018/5/9/341757a7-bb55-4c0f-88e2-98d76e59de761525861867243-Sojanya-Since-1958-Cotton-Linen-Sky-Blue-Kurta-and-Off-White-Churidar-Pyjama-Set-151525861867036-1.jpg",SOJANYA Men Blue & Off-White Solid Kurta with Churidar,1659
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/9/23/f65c37f1-4834-499a-8097-5f06802c23281569263390929-1.jpg",even Men White Solid Straight Kurta,1660
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2173760/2017/10/12/11507800701133-Kisah-Mens-Kurta-Jacket-Churidar-Set-9681507800700869-1.jpg",KISAH Men Yellow & Off-White Solid Kurta with Churidar and Nehru Jacket,1661
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/9/5/362d0304-20f6-42c4-aac0-4fc7e7eb00381567672507008-1.jpg",DEYANN Men Blue Solid Kurta with Dhoti Pants,1662
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/8919573/2019/5/22/d5af6baa-0498-419e-a65e-eb17a735bc301558526704210-Freehand-Men-Mustard-Solid-Straight-Kurta-1071558526703289-1.jpg",Freehand Men Mustard Yellow Solid Straight Kurta,1663
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/1/15/f9dea860-8e87-458f-bca2-8bb17726ec471579048654066-1.jpg",TREEMODA Men Gold-coloured Embroidered Kurta with Churidar & Dupatta,1664
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/4/3/45e876b9-35d3-4075-884a-ca1d230ba33f1554247095420-1.jpg",Dazzio Men Mustard Yellow Solid Straight Kurta,1665
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/4704743/2018/4/12/11523520329593-DEYANN-Men-Off-White--Green-Solid-Kurta-with-Patiala-7111523520329407-1.jpg",DEYANN Men Off-White & Green Solid Kurta with Patiala,1666
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/1/17/3341b4a2-5e9e-4537-ae60-358609bfa16d1579211332833-1.jpg",plusS Men Black Solid Kurta with Pyjamas,1667
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/9/13/77b1fe77-daf1-4dd7-8e46-2006c3528e601568331306730-1.jpg",Sanwara Men Beige Woven Design Jacquard Weave Straight Kurta,1668
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/9/5/899d1f98-fe77-40f6-96d0-2cc8fca6bae51567673685284-1.jpg",DEYANN Men Green & Red Solid Dupion Silk Kurta with Patiala,1669
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2277726/2017/11/24/11511522541521-KISAH-Men-Grey-Self-Design-Kurta-with-Churidar-7031511522541356-1.jpg",KISAH Men Grey Self Design Kurta with Churidar & Nehru Jacket,1670
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/1/23/57409bbf-813d-4957-ade5-d44801bf3cc71548239232998-1.jpg",VASTRAMAY Men Yellow Solid Straight Kurta,1671
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/5793845/2018/5/9/6cc9bc38-4c43-49de-86b9-d4608c04f3b41525861758417-Sojanya-Since-1958-Cotton-Linen-Brown-Kurta-and-Off-White-Churidar-Pyjama-Set-951525861758235-1.jpg",SOJANYA Men Brown & Off-White Self Design Kurta with Churidar,1672
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/9235391/2019/4/10/1d89e6d3-685a-45e8-b754-972424cfc3851554888408660-Jompers-Men-Yellow-Woven-Design-Straight-Kurta-5721554888407-1.jpg",Jompers Men Yellow Solid Straight Kurta,1673
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/5/28/c3661be9-89d9-40c7-8013-537ff62c22a41559027979007-1.jpg",See Designs Men Blue & Cream-Coloured Printed Silk Kurta with Pyjamas,1674
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/7/5/5f7d4ca0-6c4e-46ee-9303-51c7de4918521562329225249-1.jpg",Jompers Men Blue Printed Straight Kurta,1675
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10405511/2019/8/19/6f5d30b6-cf2d-41c6-88e3-b180142b0c141566214930951-Sojanya-Since-1958-Mens-Jacquard-Silk-Mustard-Kurta--Off-Whi-1.jpg",SOJANYA Men Mustard Yellow & Off-White Self Design Angrakha Straight Kurta with Churidar,1676
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/9/22/947b6d2c-d9fc-45e5-b938-9ede077b19f41569153006318-1.jpg",even Men Blue Woven Design Straight Kurta,1677
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/9/5/e315c7c8-4036-45b2-9c2e-2e54cc524c831567673179412-1.jpg",DEYANN Men Cream-Coloured & Navy Blue Solid Kurta with Dhoti Pants,1678
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10696742/2019/10/30/b91e1810-1580-4193-8245-e75ca1396b841572421299378-House-of-Pataudi-Men-Kurtas-7371572421297520-1.jpg",House of Pataudi Men Maroon Solid Straight Kurta,1679
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/12/24/64b7dc2b-8ad9-48d1-a9c4-4bd9e7cd2b321577139878159-1.jpg",TREEMODA Men Navy Blue Solid Linen Straight Kurta,1680
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/7/25/12d96f00-a2bf-4bb5-9331-6a1d034fd7611564033726790-1.jpg",even Men Off-White Printed Straight Kurta,1681
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2173687/2017/10/12/11507799791413-KISAH-Men-Beige--Cream-Coloured-Self-Design-Kurta-with-Churidar-9511507799791213-1.jpg",KISAH Men Beige & Cream Self Design Kurta with Churidar,1682
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/4449823/2018/4/5/11522927334301-SOJANYA-Men-Cream-Coloured--White-Embroidered-Kurta-with-Dhoti-Pants-3861522927334115-1.jpg",SOJANYA Men Cream-Coloured & White Embroidered Kurta with Dhoti Pants,1683
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10834410/2019/11/20/abe031d3-aff7-420f-8326-6767068f59081574234117271-Fabindia-Men-Orange-Striped-Straight-Kurta-561574234115501-1.jpg",Fabindia Men Orange Striped Straight Kurta,1684
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/9248433/2019/4/9/8ba92bdf-47c6-4b1d-8f93-1e614a1106d81554800699197-VASTRAMAY-Men-Black-Printed-Straight-Kurta-7511554800697845-1.jpg",VASTRAMAY Men Black Printed Straight Kurta,1685
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2513026/2018/2/22/11519290257106-Sojanya-Since-1958-White-Mens-100-Cotton-Chicken-Short-Kurta-251519290256913-1.jpg",SOJANYA Men White Embroidered Straight Kurta,1686
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/7/24/2cfe0da4-7b37-4735-a139-f3ceee3ee2391563953297441-1.jpg",even Men Navy Blue Woven Design Straight Kurta,1687
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/9/21/3a7b7983-fedc-4cc2-b1d5-3721119b81741569004375286-1.jpg",even Men Blue & Mustard Yellow Checked Straight Kurta,1688
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/5793758/2018/5/9/91ce5bf5-b7ff-4015-b138-74ed6ee39ede1525861711879-SOJANYA-Men-Peach-Coloured--Off-White-Solid-Kurta-with-Churidar-4811525861711672-1.jpg",SOJANYA Men Peach-Coloured & Off-White Solid Kurta with Churidar,1689
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/9/24/b341bc84-af2a-441d-9d6d-74c44a71a14f1569270638038-1.jpg",Freehand Men Rust Solid Straight Kurta,1690
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/1/17/cd53c226-b304-4cba-9542-632acf49732a1579213453835-1.jpg",NEUDIS Men Orange Solid Straight Kurta,1691
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/7308094/2018/9/7/3e8227cd-c3fa-499d-ad36-9e8ee9106cb11536309844610-Sojanya-Since-1958-Mens-Mustard-Silk-Kurta-and-Maroon-Harem-Pant-set-8621536309844420-1.jpg",SOJANYA Men Mustard & Maroon Solid Kurta with Dhoti Pants,1692
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/9/14/d816d7e1-e54c-4efe-bcfe-d7edf58dc7f61568415633145-1.jpg",TREEMODA Men Pink Solid Linen Straight Kurta,1693
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/5351896/2018/4/19/11524115419373-NA-9791524115419068-1.jpg",even Men Black Solid A-Line Kurta,1694
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/11/30/84f3417c-7d52-4288-adec-8dc83473e9af1575133334373-1.jpg",Hangup Men Blue & White Printed Kurta with Pyjamas & Nehru Jacket,1695
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10803200/2019/12/14/1aaf1be7-e5e3-4942-8fd7-3468029962461576306294880-Anouk-Men-Kurtas-3261576306288947-1.jpg",Anouk Men Blue Solid Straight Kurta,1696
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/8831501/2019/3/1/78f0ffee-5a53-4173-88e1-4c31314e64421551426714282-See-Designs-Men-Burgundy--White-Solid-Kurta-with-Trousers-27-1.jpg",See Designs Men Burgundy & White Solid Kurta with Trousers,1697
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/9/17/1edfeff8-b6ef-4a6c-9b70-b4980d13fb241568696140747-1.jpg",KISAH Men Cream-Coloured Embroidered Straight Kurta,1698
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/9/24/c92dd6f1-6398-49ce-8a50-ef3e5a1752901569281484879-1.jpg",even Men Green Solid Straight Kurta,1699
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/12/8/a6b28cdf-852b-4e83-8dd1-3393208c896d1575755530679-1.jpg",even Men Beige Solid Straight Kurta,1700
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/9/22/d7a7c3bf-b4b1-4924-b45c-f2dedcf732861569146976342-1.jpg",even Men Green Solid Straight Kurta,1701
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/9121939/2019/3/27/2e8fb1f7-9c54-4ff7-ae10-614a89d341b51553667934516-Kisah-Mens-Black-Benarasi-Cotton-Silk-Solid-Kurta-7731553667-1.jpg",KISAH Men Black Solid Straight Kurta,1702
