link,description,id
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/9/29/e6e409e0-7cf5-4cf0-80fb-b21258f10c251569702115638-1.jpg",Hypernation Men Pink Solid Straight Kurta,10576
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/3/6/097fbadb-9066-44c4-9716-50c2b2612eba1583451593827-1.jpg",DEYANN Men Green & Off-White Printed Kurta with Patiala,10577
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/3/24/bad3edbb-70a0-4f91-a62d-9e227adc9a3a1553388105860-1.jpg",Cross Court Men Red Printed Straight Kurta,10578
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/7483592/2018/9/25/c3bc4461-e807-4398-bd28-bc696c2195f51537875983591-Mens-Kurta-Pyjama-Set-4391537875983407-1.jpg",Jompers Men Maroon & Beige Self Design Kurta with Churidar,10579
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/6914206/2018/7/10/97a950a3-5cfd-4b9a-b4d9-f61e8a4d41781531221211971-Sojanya-Since-1958-Silk-Copper-Long-Kurta-5771531221211776-1.jpg",SOJANYA Men Grey Woven Design Straight Kurta,10580
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/5/28/95624904-936c-4557-b546-85517b928d541559033321969-1.jpg",See Designs Men Orange & Cream-Coloured Printed Silk Kurta with Pyjamas,10581
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/5704096/2018/5/8/11525759221859-Short-Kurta-4291525759221646-1.jpg",See Designs Men Blue Solid Straight Cotton Kurta,10582
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2018/12/12/ecc9d769-b8c8-4fc9-a290-d5f8a1390ccc1544631727181-1.jpg",Jompers Men Gold-Toned Self Design Kurta with Pyjamas,10583
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/1/15/5a000b06-eb5e-4b86-8055-db9ad4450d7f1579038299778-1.jpg",SOJANYA Men Gold-Toned & Black Printed Kurta with Churidar With Nehru Jacket,10584
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/1/30/4902a9b1-1ef7-49ec-8736-7f319773d4021580335292818-1.jpg",Sanwara Men Green & Gold-Coloured Self Design Kurta with Churidar,10585
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/11/29/04efeaa5-87e6-4599-8eb4-a3269da6a6931574966709258-1.jpg",even Men Maroon Printed Straight Kurta,10586
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/1/30/49ec0dd1-ea29-40f2-bab5-8e5d70fdfefc1580335608340-1.jpg",Sanwara Men Yellow & Gold-Coloured Self Design Kurta with Churidar,10587
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/3/29/4ad8b6f7-a94a-488a-a306-75bf29e4fe861553843662736-1.jpg",DEYANN Men Off-White Solid Kurta with Patiala & Nehru Jacket,10588
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/3/4/f3dae387-9a11-4bc3-aad9-2b000ecb4f741583276199403-1.jpg",DEYANN Men Green & White Solid Kurta with Churidar,10589
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/11/30/85e05b4c-322f-474f-a087-7466e41388541575115126139-1.jpg",Hangup Men Pink & White Printed Kurta with Pyjamas & Nehru Jacket ,10590
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/11/22/3fda0ab3-9d17-4114-a69a-388220a6871a1574424224455-1.jpg",See Designs Men Black & White Solid Kurta with Trousers,10591
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/9/20/57fe64db-2cdf-48f0-bfea-c95d27d1bf811568938751384-1.jpg",I Know Men Navy Blue Solid Pathani Kurta,10592
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/11/22/bee66c97-4ee0-48d7-9f9d-0d9b1d7820e81574443943497-1.jpg",NAMASKAR Men Mustard Yellow Solid Straight Kurta,10593
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/10/12/94849661-4cd2-4b3c-ad77-fbbb28af6fba1570858551689-1.jpg",TAG 7 Men Black & Gold-Toned Self Design Jacquard Kurta with Churidar,10594
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10803228/2019/11/14/3e10ea50-e4ef-4f6e-b5a7-09cea17bb98b1573712303897-Anouk-Men-Kurta-Sets-8891573712301741-1.jpg",Anouk Men Yellow & Off-White Solid Kurta Set with Nehru Jacket,10595
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/9688449/2019/5/15/7494063a-6d79-414a-88ac-356d07fb24491557911038807-Abhiyuthan-Men-Navy-Blue--White-Striped-Straight-Kurta-86115-1.jpg",Abhiyuthan Men Navy Blue Striped Straight Kurta,10596
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/5704087/2018/5/8/11525759871521-Short-Kurta-5471525759871287-1.jpg",See Designs Men Orange Solid Straight Kurta,10597
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/3/14/35827209-3f07-411c-a661-4bd9047cd3cf1552553168099-1.jpg",SOJANYA Men Maroon & Gold-Toned Self Design Kurta with Churidar,10598
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/3/14/469085d2-daed-4681-b81d-10b32525f9f71552537030526-1.jpg",SOJANYA Men Black & Blue Self Design Kurta with Churidar,10599
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/12/25/0eb118d6-465c-4c43-8480-5fc5bd3e3b631577226251027-1.jpg",Kuons Avenue Men Blue Solid Straight Kurta,10600
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/6544319/2018/5/25/fc26579d-0725-4b02-8fb1-6517bcd5d12b1527244145166-na-251527244144982-1.jpg",See Designs Men Purple Solid Kurta with Churidar,10601
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11312660/2020/1/17/7a5f43e1-94b2-4515-95d4-9822c03685f51579251012448-See-Designs-Men-White--Black-Solid-Straight-Kurta-1581579251-1.jpg",See Designs Men White & Black Yoke Design Straight Kurta,10602
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/9/13/b8753e4e-af06-4ad1-84df-c6cce9db41e11568399126032-1.jpg",SOJANYA Men Gold-Toned & Sea Green Kurta Set,10603
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/5965181/2018/5/16/aa4eedd9-efc7-4716-ab58-a50be69fa67b1526455033345-Deyann-Nehru-Jacket-Kurta-and-Payjama-Set-211526455033146-1.jpg",DEYANN Men Black & Brown Solid Jacquard Kurta with Pyjamas & Nehru Jacket,10604
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/3/4/84361936-2528-43bb-8351-a6a0069d78b41583276368736-1.jpg",DEYANN Men Black & Off-White Woven Design Kurta with Churidar,10605
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11422712/2020/2/17/ea238a3f-eaa8-4be1-9a86-1cacb05b3a4a1581923212512-SOJANYA-Men-Blue--Black-Striped-Straight-Kurta-1381581923210-1.jpg",SOJANYA Men Blue Striped Straight Kurta,10606
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/9973913/2019/9/10/eefd0925-80bd-41bb-ad5b-8cfd70739dc31568106595612-House-of-Pataudi-Men-Kurtas-1761568106592561-1.jpg",House of Pataudi Men Green & Yellow Solid A-Line Kurta,10607
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/2/8/2b58dcba-927a-4c91-9266-1f33d095dd241581112284297-1.jpg",TABARD Men Beige & White Solid Kurta Set & Nehru Jacket,10608
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/9/19/4b6e6f5e-aba9-417f-8796-05a2fa3d1bb41568915765709-1.jpg",I Know Men Maroon Solid Dupion Silk Kurta with Churidar,10609
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/1/29/a6e047d1-1cd0-4fbd-b386-900089dbb0d91580257966188-1.jpg",Sanwara Men Gold-Toned & Cream-Coloured Self Design Kurta with Churidar,10610
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/7192250/2018/9/24/fc3a3910-2bcd-49d9-8c7a-036ac868028e1537789976060-SOJANYA-Men-Navy-Blue-Solid-Straight-Kurta-411537789975711-1.jpg",SOJANYA Men Navy Blue Solid Straight Kurta,10611
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/2/8/4752f320-5c56-432c-bf3d-34cad84f15f81581112781579-1.jpg",VASTRAMAY Men Orange & Gold-Toned Solid Kurta with Pyjamas,10612
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/10/4/adccd381-05dc-4b24-93df-b84230e138cb1570135428366-1.jpg",KISAH Men Beige & Red Printed Straight Kurta,10613
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/3/14/138e0efe-489a-4d2f-be80-215cb8bbd9561552543528921-1.jpg",SOJANYA Men Cream-Coloured & Blue Self Design Kurta with Churidar,10614
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/5470443/2018/4/24/11524560565367-Na-9341524560565181-1.jpg",Abhiyuthan Men Yellow Woven Design Straight Kurta,10615
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/9/14/759f8672-d6b8-437d-a216-2af14c8b44d91568399643766-1.jpg",SOJANYA Men Off-White Solid Kurta Set,10616
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/9973955/2019/10/1/05414f9a-6c94-40bf-8229-776e392c6e341569924596103-House-of-Pataudi-Men-Kurtas-1331569924594422-1.jpg",House of Pataudi Men Navy Blue Solid Straight Kurta,10617
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/9572329/2019/5/8/a7450f11-f632-4623-92d6-4e1153fad47c1557307155686-Sojanya-Since-1958-Mens-Silk-Blend-Gold-Kurta--Off-White-Chu-1.jpg",SOJANYA Men Gold-Toned & Off-White Woven Design Kurta with Churidar,10618
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/9135797/2019/3/30/62b46744-d4f6-46d8-8a07-7b1f41f64f501553924678747-Deyann-Nehru-Jaket-Kurta-Set-521553924677278-1.jpg",DEYANN Men Off-White Self Design Kurta with Patiala,10619
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/6611914/2018/6/2/7420556c-436d-40cb-ae04-12cc577d83661527941802893-Kisah-Mens-Bhagalpur-Silk-Rust-Nehru-Jacket-with-Kurta-and-Churidar-Set-6911527941802712-1.jpg",KISAH Men Beige Rust Red Solid Banarasi Kurta with Churidar & Jacket,10620
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/11/18/5c283c26-0beb-4143-925b-28e6af42bd541574077343101-1.jpg",Zotw Men Black Solid Straight Kurta,10621
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/5/17/c35a2d4c-3b84-4a9d-a0b6-ab9ddd149a581558076337909-1.jpg",VASTRAMAY Men Navy Blue Solid Kurta with Dhoti Pants,10622
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/7416366/2018/9/17/9d5004a8-df94-4330-ae93-671190fb49a51537187309556-Deyann-Nehru-Jacket-Kurta--Patiala-Set-5451537187309338-1.jpg",DEYANN Men Black & Blue Printed Kurta with Patiala,10623
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/11/6/937d2635-0948-4119-ad49-816fd4c2e8891573018274953-1.jpg",TREEMODA Men Navy Blue & White Yoke Design Linen Kurta with Linen Churidar,10624
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/9/28/846a0df6-1d9e-4c4a-a165-8674284db1ea1569620114358-1.jpg",KISAH Men Coral & Off-White Self Design Kurta with Dhoti Pants,10625
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/9/13/722eb448-eedd-48d3-b26e-042ba9daf1a81568368447780-1.jpg",DEYANN Men Black Solid Kurta with Dhoti Pants & Nehru Jacket,10626
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/9/12/1fc04378-c5de-45b1-bdfe-2ad7bbc6640b1568233169938-1.jpg",VASTRAMAY Men Gold Solid Kurta with Churidar,10627
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/10/18/112c9594-f761-4b84-ad1d-b09630c64f381571397152637-1.jpg",TABARD Men Beige Self Design Kurta with Churidar,10628
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/3/1/4c4b331f-661c-40b5-a346-66c459a7d5d71583013085695-1.jpg",DEYANN Men Red & Cream-Coloured Woven Design Kurta with Churidar,10629
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/6742921/2018/6/14/dd2fd019-573d-4174-bedd-fb67a4beafa91528962689822-Stylish-Shawl-Neck-Maroon-Mens-Kurta-2011528962689644-1.jpg",I Know Men Maroon Solid Straight Kurta,10630
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/9229017/2019/4/10/b96abe2f-7ecd-4ea3-80c3-a2e1c18c78a41554876920016-Sojanya-Since-1958-Mens-Cotton-Black-Pathani-Kurta-Salwar-Se-1.jpg",SOJANYA Men Black Solid Kurta with Salwar,10631
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/2/26/2fb0bc20-77c1-44dd-8853-ac841909110e1582670476157-1.jpg",SG LEMAN Men Gold-Coloured Self Design Kurta with Pyjamas,10632
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2193093/2017/10/23/11508745469299-na-4291508745469149-1.jpg",See Designs Men Yellow Solid Straight Kurta,10633
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/5965183/2018/5/16/26945cad-0485-4a8e-9c4b-cac3c0a206751526455049532-Deyann-Nehru-Jacket-Kurta-and-Payjama-Set-4551526455049352-1.jpg",DEYANN Men Green & Off-White Solid Jacquard Kurta with Pyjamas & Nehru Jacket,10634
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2453712/2018/2/6/11517895611837-HangupKhaki-colorDupain-Silk-kurta-pajyma--kurta-only-Size38-1141517895611660-1.jpg",Hangup Men Brown & Khaki Solid Straight Kurta,10635
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/7262901/2018/9/1/929f264b-167f-4c80-901e-c9ff20d463fe1535781127476-Sojanya-Since-1958-Mens-Silk-Gold-Kurta--Maroon-Churidar-Pyjama-Set-2661535781127237-1.jpg",Sojanya (Since 1958) Men's Silk Gold Kurta & Maroon Churidar Pyjama Set,10636
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/11/21/ec356b4e-f64e-4202-b69d-08afc119b4bd1574290431914-1.jpg",I Know Men Black Solid Silk Straight Kurta,10637
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11096818/2019/12/20/128f2692-b092-4390-9349-cb7fdba489041576823142529-Badoliya--Sons-Mens-Designer-Cotton-Kurta-Payjama-Set-White--1.jpg",Badoliya & Sons Men White Solid Angrakha Kurta with Pyjamas,10638
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/9/6/3560054f-1e56-48ac-aaef-28bd60e8db4e1567769575419-1.jpg",DEYANN Men Blue Solid Kurta with Dhoti Pants,10639
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/2/7/e5b20395-4098-4eb9-b0ed-eab95c514c7f1581051827622-1.jpg",TABARD Men Yellow & Brown Printed Straight Kurta,10640
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/2/11/8154b473-bb5a-48d6-b6d7-6142271767e31581373881174-1.jpg",Abhiyuthan Men Green Woven Design Straight Kurta,10641
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/11/30/d31f654e-b347-4f67-aff2-4e780a2e40791575116063696-1.jpg",Hangup Men Navy Blue & White Printed Kurta with Pyjamas & Nehru Jacket,10642
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2418459/2018/1/22/11516604417359-Sojanya-Since-1958-Dupion-Silk-Kurta-Pyjama-and-Nehru-Jacket-set-91516604417107-1.jpg",SOJANYA Men Gold-Toned & Orange Self Design Kurta with Pyjamas,10643
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/3/7/fc38f987-64bd-41ee-9852-eed983f1ec541551906297826-1.jpg",TREEMODA Men Navy Blue & White Solid Straight Kurta with Pyjamas,10644
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2282782/2017/11/27/11511763364661-SOJANYA-Men-Multicoloured-Printed-Kurta-with-Pyjamas-4151511763364538-1.jpg",SOJANYA Men Multicoloured & White Printed Kurta with Pyjamas,10645
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/8/25/801628c4-722e-4eba-9bce-885bcb8c18f11566682301105-1.jpg",TREEMODA Men White Embroidered Chikankari Kurta with Pyjamas,10646
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11501916/2020/2/24/d15efea0-cb29-46ef-be8b-1bbef5981fd51582542360562-RP-JARI-696J-2-1-2-WHITE-READYMADE-PANCHAKACHAM-147158254235-1.jpg",RAMRAJ COTTON Men White Solid Ready Made Panchakacham Dhoti with Angavastram,10647
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10834426/2019/11/15/5b3fbf3f-da29-4b07-a979-90e66012de771573803977216-Fabindia-Men-Kurtas-9181573803974252-1.jpg",Fabindia Men Brown Printed Straight Kurta,10648
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/11/15/5b9e0da4-9db6-4aaf-9992-0108a5c6ab971573808858307-1.jpg",TREEMODA Men Beige Solid Straight Linen Kurta,10649
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/3/1/367b2477-58f7-48d1-b617-b0787d80179b1583012548177-1.jpg",DEYANN Men Green Solid Straight Kurta,10650
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/9625811/2019/7/10/be689bad-767b-4f5b-b295-585ec8bc2e181562742932284-VASTRAMAY-Men-Black-Solid-Kurta-with-Churidar-82115627429303-1.jpg",VASTRAMAY Men Black Solid Kurta with Churidar,10651
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/9/29/7bd42934-9378-411f-be40-4c6adedf07ef1569709736375-1.jpg",Hypernation Men Black & White Striped Straight Kurta,10652
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/3/4/d46e253d-d1dc-40cd-bd03-bb9d3b85f4b71583275907876-1.jpg",DEYANN Men Pink & Off-White Woven Design Kurta with Churidar,10653
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/7436731/2018/9/20/1eccce30-ff51-4647-9785-d66b86e5711d1537430751740-Sojanya-Since-1958-Mens-Silk-Blend-Purple-ONLY-Long-Kurta-5971537430751482-1.jpg",SOJANYA Men Purple Woven Design Straight Kurta,10654
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/10/4/7a114199-661a-48c3-b57d-6b121e857ee41570190963090-1.jpg",KISAH Men Grey & Navy Blue Printed Kurta with Churidar,10655
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/2/7/567df1bd-086d-4b66-9fb5-548a0dada5f01581032852805-1.jpg",Sanwara Men Maroon Embroidered Kurta with Churidar,10656
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/1780209/2017/2/27/11488193326158-SOJANYA-Men-Kurta-Sets-4041488193326009-1.jpg",SOJANYA Gold & White Jacquard Kurta Pyjama,10657
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/1/31/e40c05c4-9a78-4b39-9b20-3d7d54e380d71580423551807-1.jpg",TREEMODA Men Black Solid Linen Kurta with Churidar,10658
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/3/1/a2c2801d-13c0-4a78-a6fb-b9d98403af091583013193622-1.jpg",DEYANN Men Maroon Woven Design Jacquard Straight Kurta,10659
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2484741/2018/2/14/11518608389392-Kurta-Pyjama-2881518608389218-1.jpg",See Designs Men Burgundy Solid Kurta with Pyjamas,10660
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/2/27/84ee14bb-92ce-43df-9961-9115bc87c7421582761649347-1.jpg",DEYANN Men Pink & Red Printed Kurta with Patiala,10661
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/2/28/71a759cf-387c-42bd-9375-5807384f00fc1551335033526-1.jpg",Hangup Men Khaki Solid Kurta with Pyjamas,10662
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/7432072/2018/9/19/0610116b-d837-4fd9-b7b9-7d2f2e2b33f21537337867736-India-8531537337867538-1.jpg",See Designs Men Blue Solid A-Line Kurta,10663
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/3/1/87e59a3c-8731-49f0-9fa2-6a028b0541281583014735038-1.jpg",DEYANN Men Yellow & White Woven Design Straight Kurta,10664
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/9/14/754d56bd-8677-4c79-84ff-81b536fcc6271568421514355-1.jpg",TREEMODA Men Navy Blue Solid Linen Straight Kurta,10665
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/9/9/20422839-5e22-4496-a610-aabfe06d69dc1568048456724-1.jpg",DEYANN Men Blue Woven Design Straight Kurta,10666
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/11/14/0e67aad2-610a-4d6c-be40-4b18c2ec13931573721441815-1.jpg",irin Men Cream-Coloured & Gold-Coloured Solid Kurta with Churidar,10667
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/3/4/c6892816-52a1-46c9-875f-2cb6b307ebf81583277402946-1.jpg",DEYANN Men Blue & Navy Blue Woven Design Kurta with Churidar,10668
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/11/28/7bb35c82-3c7f-45ca-a832-c5184568d5821574931243191-1.jpg",Abhiyuthan Men Green Solid Straight Short Kurta,10669
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/2/25/ef45791f-ee9e-4fb0-99c3-82eb0932753b1582580153519-1.jpg",NEUDIS Men Turquoise Blue Woven Design Handloom Jacquard Straight Kurta,10670
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/8831491/2019/3/8/15482384-83d3-41ba-a914-9c23eb7c0d161552035266027-See-Designs-Men-Red-Solid-Kurta-with-Trousers-92115520352646-1.jpg",See Designs Men Red Solid Kurta with Trousers,10671
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/1/28/b0f280e8-c0fc-4307-b3aa-eff55afe6fa21580165959048-1.jpg",Mitera Gold-Coloured & Black Silk Blend Woven Design Banarasi Saree,10672
"https://assets.myntassets.com/dpr_2,q_40,w_210,c_limit,fl_progressive/assets/images/2066361/2017/8/31/11504162247386-Mimosa-By-Kupinda-Womens-Art-Silk-Saree-Kanjeevaram--Style---ColorGreen-9771504162247271-1.jpg",MIMOSA By Kupinda Green Art Silk Woven Design Kanjeevaram Saree,10673
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/2/20/e956bfbe-cf18-46a9-acbf-d27102734a331582155385016-1.jpg",Mitera Pink Silk Blend Woven Design Banarasi Saree,10674
"https://assets.myntassets.com/dpr_2,q_40,w_210,c_limit,fl_progressive/assets/images/productimage/2020/2/13/f334fe81-7ef4-48fc-933e-03802dccc2b71581545669947-1.jpg",Mitera Yellow Silk Blend Woven Design Kanjeevaram Saree,10675
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11423202/2020/3/3/fd482afa-fc98-45a9-aa06-e1c0e284a5ad1583235468704-Inddus-Teal--Silver-Toned-Silk-Blend-Woven-Design-Banarasi-S-1.jpg",Inddus Teal & Silver-Toned Silk Blend Woven Design Banarasi Saree,10676
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10732780/2019/11/30/3f86efba-a1df-4855-84d7-edbbdabfb8ff1575118460185-Satin-Ada-Booti-Banarasi-Saree-7231575118458508-1.jpg",BANARASI SILK WORKS Red & Golden Woven Design Banarasi Saree,10677
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11260716/2020/2/18/0d4567fd-ef34-47e6-b872-d335ce4751191582030272970-Mitera-Poly-Silk--Paithani-Golden-Zari-Woven-Womens-Saree-Wi-1.jpg",Mitera Green & Golden Zari Woven Design Paithani Saree,10678
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/v1/images/style/properties/Varkala-Silk-Sarees-Red-Art-Silk---Jacquard-Traditional-Saree_f19fa142c71f7a26f76e0662424b4f35_images.jpg",Varkala Silk Sarees Red & Purple Art Silk & Jacquard Traditional Saree,10679
